name,lat,lon
Royal York Rd / Lake Shore Blvd W,43.6029904,-79.4926867
Guildwood GO Station (South),43.754978,-79.1971289
Yonge St / Lawrence Ave E,43.7254665,-79.40115449999999
Rouge Hill GO Station,43.7805505,-79.1301203
Shaw St / Essex St - SMART,43.667076,-79.425116
Lundy Ave / Etienne Brule Park,43.6625395,-79.5030161
Twelfth St / Thirteenth St,43.6002896,-79.5108692
Florence Gell Park,43.6615467,-79.498398
Chiltern Hill Rd / Eglinton Ave W,43.7004017,-79.4275305
Noble St / Queen St W,43.6424558,-79.4296346
University Ave / Gerrard St W (WEST) - SMART,43.6578449,-79.3899265
Runnymede Rd / Annette St,43.6596299,-79.4799176
Bloor St W / Riverside Dr,43.647663,-79.487583
Judson St / Royal York Rd,43.6162721,-79.4990363
135 Queens Wharf Rd - SMART,43.6399714,-79.39940399999999
Spadina Rd / St.Clair Ave West,43.683979,-79.410657
Annette St / Dundas St W,43.6641174,-79.4588522
Yonge St / St Clair Ave,43.68850459999999,-79.3940052
Oriole Pkwy / Kilbarry Rd,43.6954486,-79.4026176
East Lynn Ave / Danforth Ave,43.6850809,-79.3149901
University of Toronto Scarborough,43.7842419,-79.1849889
University Ave / Richmond St W,43.6503935,-79.3860211
Elm St/ University Ave (East Side),43.65637299999999,-79.38781039999999
909 Yonge St,43.67515255542865,-79.38849615969643
St Clair West Subway Station - Heath Entrance,43.686352,-79.415894
Bloor St W / Pacific Ave,43.65412449999999,-79.4636388
Danforth Ave / Dewhurst Blvd,43.680207,-79.339243
Bloor St W / Brock Ave,43.6589882,-79.438715
1 Market St - SMART,43.6469928,-79.3706665
King's Mill Park,43.64920406876699,-79.49336334201408
Amroth Ave / Danforth Ave,43.6856128,-79.31168269999999
285 Victoria St,43.656633,-79.379625
Beaty Ave / Queen St W,43.6393107,-79.4408141
Kilgour Rd / Rumsey Rd,43.718039,-79.371914
Sunnybrook Health Centre - L Wing,43.72268,-79.37644
Sunnybrook Health Centre - S Wing,43.720998,-79.377456
Dundas St W / St Helen's Ave - SMART,43.6504218,-79.4407647
Spadina Ave / Sussex Ave - SMART,43.66402799999999,-79.40297869999999
Simcoe St / Dundas St W - SMART,43.655103,-79.389295
Yonge St / Woburn Ave - SMART,43.72814640000001,-79.4032194
Yonge St / Montgomery Ave - SMART,43.7093201,-79.3996301
1525 Dundas St W,43.64957,-79.432446
York University (Glendon Campus) - SMART,43.727365488246306,-79.3814254607724
1303 Yonge St - SMART,43.6846177,-79.39245919999999
York University Station (South) - SMART,43.77345,-79.5002
York University Station (North),43.7741,-79.5005
Princes' Blvd / Nunavut Rd,43.6334636,-79.4143057
25 Booth Ave,43.6544839,-79.34105699999999
Bathurst St / Front St W,43.64134790000001,-79.4013882
Bay St / Harbour St (East),43.64215,-79.377
King St W / Brant St,43.645102,-79.39744979999999
Lower Jarvis / The Esplanade,43.6478206,-79.3704721
Bloor St W / Gladstone Ave - SMART,43.6602021,-79.4342726
High Park Blvd / Parkside Dr,43.644887,-79.45641169999999
20 Eaton Ave,43.680012,-79.34403250000001
Christie St / Dupont St,43.67168,-79.421192
85 Lee Ave,43.6700692,-79.2971326
Mutual St / Shuter St (Arena Gardens),43.6559476,-79.37558829999999
Victoria Park Ave / Dawes Rd,43.706466,-79.29511
Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999
Heyworth Cres / Kingston Rd,43.6750806,-79.3068697
St Clair Ave W / Caledonia Rd,43.6754247,-79.4547813
St Clair Ave W / Oakwood Ave,43.678177,-79.435364
St Clair Ave W / Robina Ave,43.68005,-79.43469
Roncesvalles Ave / Fermanagh Ave,43.646314469245205,-79.44879407014527
111 Broadview Ave,43.6593483,-79.34993659999999
Oak St / Sackville St,43.6613642,-79.3641171
24 Mountjoy Ave,43.6808774,-79.3304491
Colgate Ave / Carlaw Ave,43.6623658,-79.3413344
Felstead Ave/Gillard Ave (Monarch Park),43.6791345,-79.3263159
Coronation Park (Martin Goodman Trail),43.635495,-79.40352209999999
101 Cedarvale Ave,43.6868681,-79.3110942
Beltline Trail / Yonge St,43.6962302,-79.39504339999999
11 Spadina Rd,43.6677246,-79.4041365
Havelock St / Dewson St,43.6554793,-79.4302462
Queen St W / Shaw St,43.6442457,-79.41610440000001
Temperance St / Bay St,43.6506,-79.381285
Lumsden Ave / Cedarvale Ave,43.693187,-79.314283
Church St / The Esplanade,43.6469251,-79.3733192
Niagara St / Portland St,43.6425791,-79.40011729999999
St. Andrew's Playground Park,43.646552,-79.399586
Wolseley St / Augusta Ave,43.6484201,-79.40051919999999
King St W / Portland St,43.644395,-79.40065430000001
Widmer St / King St W,43.6463574,-79.391206
Wellesley St E / Parliament St,43.6682342,-79.3702641
Yonge St / Macpherson Ave,43.6791876,-79.39071899999999
Randolph Ave / Perth Ave,43.6585504,-79.4497659
265 Armadale Ave,43.6501644,-79.48296909999999
800 Fleet St,43.636804,-79.408832
Victoria Park Ave / Kingston Rd,43.68035,-79.28357
Kingston Rd / Warden Ave,43.68824135931814,-79.27046628033244
Pharmacy Ave / Danforth Ave,43.6929478,-79.28339980000001
Danforth Ave / Warden Ave,43.6950192,-79.27180659999999
Birchcliff Ave / Kingston Rd,43.691688,-79.265027
Birchmount Rd / Kingston Rd,43.69401297794256,-79.26257204548136
Kingston Rd / Glen Everest Rd,43.697490048103,-79.25655146462776
Highview Ave / Kennedy Rd,43.702418581463505,-79.2563167072858
Kingston Rd / Ridgemoor Ave,43.70643614257429,-79.25104443353288
Sharpe St / Park St (Sandown Park),43.7105975,-79.2541175
Howard Park Ave / Parkside Dr,43.648657,-79.458111
Eglinton Ave W / Prospect Cemetery,43.69415,-79.45782580000001
Eglinton Ave W / Gilbert Ave,43.69263249999999,-79.4627536
Rogers Rd / Prospect Cemetery,43.68323,-79.455765
Bert Robinson Park,43.688028,-79.460265
Marlee Ave / York Beltline Trail,43.70163,-79.44099
Eglinton Ave W / Ennerdale Rd,43.69466,-79.45376999999999
Bloor St W / Old Mill Trl,43.65016869999999,-79.4963345
Wendover Rd / Bloor St W (Green P),43.6492,-79.50601999999999
Luttrell Ave / Danforth Ave,43.6897656,-79.2939525
Willingdon Blvd / Bloor St W (Green P),43.64817,-79.510392
1926 Lake Shore Blvd W,43.6357643,-79.4674917
36 Park Lawn Rd,43.62369169999999,-79.4838132
Walter Saunders Park,43.699327072589426,-79.4493630391668
Park Lawn Rd / Berry Rd,43.63560589999999,-79.4934616
Tobermory Dr / Finch Corridor Trail,43.7611741,-79.5114452
The Well,43.643025055165865,-79.39430137761319
Driftwood Ave / Finch Corridor Trail,43.7603624,-79.5162777
The Pond Rd / Shoreham Dr,43.772445,-79.511912
Grand Avenue Park,43.62313,-79.4918
Moss Park,43.655972,-79.370638
College St / Henry St ,43.6591529,-79.3947953
St. John's Rd / Dundas St W,43.66526761605873,-79.47502122887077
Albany Ave / Bloor St W,43.66554144421798,-79.41010317605742
Pioneer Village Subway Station,43.77649016265579,-79.5085364909097
Armoury St / Chestnut St,43.65351799690878,-79.38591063795928
Lake Shore Blvd W / Brow Dr,43.59119994025076,-79.54449133041076
Spadina Ave / Sullivan St,43.65082785552666,-79.39698099821702
St. Clair Ave W / Osler St,43.673843560032594,-79.46092618902435
Simcoe St / King St W,43.647508351306186,-79.38604436555764
Grenoble Dr / Gateway Blvd,43.71513211098082,-79.33413623320465
Grenoble Dr / Deauville Ln,43.71649675774656,-79.33089439933623
Grenoble Dr / Vendome Pl,43.715537998967406,-79.32811427663442
Ferrand Dr / Rochefort Dr,43.719632535237835,-79.33199950866776
Thorncliffe Park Dr / Leaside Park Trail,43.70400405297843,-79.34807015078738
75 Thorncliffe Park Dr,43.70518328279426,-79.34224729962946
165 McRae Dr,43.70656159598004,-79.36781965092621
Mt Pleasant Rd / Davisville Ave - SMART,43.70088225686968,-79.38736016665911
St Clair Ave W / Avenue Rd ,43.68688938028234,-79.40099513147447
Downsview Park Subway Station - SMART,43.753107,-79.479626
60 Carl Hall Rd - SMART,43.7482972,-79.47570569999999
Downsview Park Blvd / Keele St  - SMART,43.73673829262113,-79.48227195568086
Keele St / Dovehouse Ave - SMART,43.7494501,-79.4869662
HTO Park West,43.63737145931921,-79.38976958703309
Queens Quay E / Lower Jarvis St ,43.64392767366328,-79.3687301736982
Lynn Williams St / Pirandello St ,43.639124514797004,-79.41423166721611
Ossington Ave / Bruce St,43.64570236705167,-79.41933192053696
Riverdale Park South (Broadview Ave),43.66793737272024,-79.35337335118456
York St / Harbour St (Love Park),43.640741,-79.3798521
519 Church St  - SMART,43.666850777484896,-79.38114574756837
Dundas St E / River St,43.661152,-79.358505
